1727345381,1.4851
1727345380,0.8270
1727345383,1.7385
1727345382,1.8677
1727345377,2.0306
1727345376,1.5357
1727345379,1.7229
1727345378,1.1604
1727345384,1.4457
1727345365,0.8678
1727345364,0.9087
1727345367,1.2012
1727345366,0.9985
1727345360,0.8603
1727345363,0.8931
1727345362,1.2644
1727345373,0.5793
1727345372,0.9109
1727345375,0.7152
1727345374,1.2227
1727345369,1.1583
1727345368,0.8368
1727345371,2.2347
1727345370,0.8200
1727345357,0.8074
1727345356,0.5030
1727345359,1.3373
1727345358,0.4957
1727345353,0.8293
1727345355,1.0861
1727345354,0.8395
