1727345381,0.0000
1727345380,0.0000
1727345383,0.0000
1727345382,0.0000
1727345377,0.0000
1727345376,0.0000
1727345379,0.0000
1727345378,0.0000
1727345384,0.0000
1727345365,0.0000
1727345364,0.0000
1727345367,0.0000
1727345366,0.0000
1727345360,0.0000
1727345363,0.0000
1727345362,0.0000
1727345373,0.0000
1727345372,0.0000
1727345375,0.0000
1727345374,0.0000
1727345369,0.0000
1727345368,0.0000
1727345371,0.0000
1727345370,0.0000
1727345357,0.0000
1727345356,0.0010
1727345359,0.0000
1727345358,0.0000
1727345353,0.0050
1727345355,0.0000
1727345354,0.0000
