Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-09-25 11:51:46,0.13288477712363,16.19301599999308,9.99301599999308,6.20000000000000
2024-09-25 11:51:47,0.18425460636516,15.96397500000079,9.47397500000079,6.49000000000000
2024-09-25 11:51:48,0.17116357504216,17.69283600000956,10.87283600000956,6.82000000000000
2024-09-25 11:51:49,0.17358171041490,15.34557600000873,8.92557600000873,6.42000000000000
2024-09-25 11:51:50,0.15664690939881,17.12778000000981,10.87778000000981,6.25000000000000
2024-09-25 11:51:51,0.16016949152542,16.38537899999821,10.16537899999821,6.22000000000000
2024-09-25 11:51:52,0.21537162162162,17.24010899999994,10.89010899999994,6.35000000000000
2024-09-25 11:51:54,0.16780238500852,15.55327300000936,9.25327300000936,6.30000000000000
2024-09-25 11:51:55,0.13254035683942,17.94514899999485,11.24514899999485,6.70000000000000
2024-09-25 11:51:56,0.14673452078032,14.94567099999345,8.58567099999345,6.36000000000000
2024-09-25 11:51:57,0.15956558061821,20.12722499999159,13.81722499999159,6.31000000000000
2024-09-25 11:51:58,0.12131715771231,25.79076299999317,19.52076299999317,6.27000000000000
2024-09-25 11:51:59,0.13632514817951,17.72802700000349,11.50802700000349,6.22000000000000
2024-09-25 11:52:00,0.13804713804714,14.89371300000989,8.70371300000988,6.19000000000000
2024-09-25 11:52:01,0.15635451505017,16.41604000000167,10.15604000000167,6.26000000000000
2024-09-25 11:52:02,0.13732097725358,15.33767699999618,8.76767699999618,6.57000000000000
2024-09-25 11:52:03,0.14033613445378,16.14602199999150,9.88602199999150,6.26000000000000
2024-09-25 11:52:04,0.14058577405858,14.84148900000262,8.61148900000262,6.23000000000000
2024-09-25 11:52:06,0.14730639730640,16.33634899999947,10.09634899999946,6.24000000000000
2024-09-25 11:52:07,0.14079728583545,14.84921200000623,8.58921200000623,6.26000000000000
2024-09-25 11:52:08,0.15189873417722,16.18527400000079,9.99527400000079,6.19000000000000
2024-09-25 11:52:09,0.14574557708509,15.82136300000129,9.17136300000129,6.65000000000000
2024-09-25 11:52:10,0.16848281642917,16.46111399999470,10.23111399999470,6.23000000000000
2024-09-25 11:52:11,0.10262934690416,17.26577000000339,11.00577000000339,6.26000000000000
2024-09-25 11:52:12,0.13456686291001,16.23468700000493,9.95468700000492,6.28000000000000
2024-09-25 11:52:13,0.13877207737595,14.89007300000638,8.66007300000638,6.23000000000000
2024-09-25 11:52:14,0.14539306846999,16.25334800000012,10.08334800000011,6.17000000000000
2024-09-25 11:52:15,0.14129520605551,14.96450900000520,8.64450900000520,6.32000000000000
2024-09-25 11:52:16,0.14728033472803,16.96339900000079,10.32339900000079,6.64000000000000
2024-09-25 11:52:18,0.15740740740741,14.86087899999984,8.61087899999984,6.25000000000000
2024-09-25 11:52:19,0.14285714285714,16.79432299998822,10.58432299998822,6.21000000000000
2024-09-25 11:52:20,0.14765100671141,15.92633199999924,9.76633199999924,6.16000000000000
2024-09-25 11:52:21,0.13316369804919,16.27342900000978,10.10342900000978,6.17000000000000
2024-09-25 11:52:22,0.15293118096856,14.97562199999578,8.78562199999578,6.19000000000000
2024-09-25 11:52:23,0.14213624894870,16.44228099999658,10.05228099999658,6.39000000000000
2024-09-25 11:52:24,0.15054667788057,15.30124600000039,8.61124600000039,6.69000000000000
2024-09-25 11:52:25,0.13839662447257,16.18631999999809,10.06631999999809,6.12000000000000
2024-09-25 11:52:26,0.16512215669756,14.83221600000397,8.73221600000397,6.10000000000000
2024-09-25 11:52:27,0.15677966101695,16.40904100000102,10.16904100000102,6.24000000000000
2024-09-25 11:52:28,0.15905245346870,14.87907699999982,8.63907699999982,6.24000000000000
2024-09-25 11:52:30,0.15495342929721,16.55185599999328,10.24185599999328,6.31000000000000
2024-09-25 11:52:31,0.16164154103853,15.87727199998917,9.22727199998917,6.65000000000000
2024-09-25 11:52:32,0.13682432432432,17.01468500000425,10.70468500000425,6.31000000000000
2024-09-25 11:52:33,0.15008431703204,14.90745799999626,8.66745799999626,6.24000000000000
2024-09-25 11:52:34,0.14733276883997,16.33794499999611,10.10794499999611,6.23000000000000
2024-09-25 11:52:35,0.12999150382328,14.84109399999375,8.58109399999375,6.26000000000000
2024-09-25 11:52:36,0.13451776649746,16.16264299999806,9.92264299999806,6.24000000000000
2024-09-25 11:52:37,0.13971210838273,14.87624300000432,8.54624300000432,6.33000000000000
2024-09-25 11:52:38,0.14621848739496,16.57650799999363,9.94650799999363,6.63000000000000
2024-09-25 11:52:39,0.13601368691189,14.90921500000463,8.71921500000462,6.19000000000000
2024-09-25 11:52:40,0.14237573715249,16.01378300000157,9.90378300000157,6.11000000000000
2024-09-25 11:52:42,0.16298811544992,15.25731899999839,9.08731899999839,6.17000000000000
2024-09-25 11:52:43,0.14430379746835,16.10293899998709,9.91293899998709,6.19000000000000
2024-09-25 11:52:44,0.13520408163265,14.83747000001196,8.61747000001196,6.22000000000000
2024-09-25 11:52:45,0.14780405405405,16.56000299999258,10.03000299999258,6.53000000000000
2024-09-25 11:52:46,0.14115646258503,14.97744900000573,8.65744900000573,6.32000000000000
2024-09-25 11:52:47,0.13209144792549,16.38678600000392,10.10678600000392,6.28000000000000
2024-09-25 11:52:48,0.13242784380306,15.00849999998987,8.79849999998987,6.21000000000000
2024-09-25 11:52:49,0.13367174280880,15.88078299999528,9.64078299999528,6.24000000000000
2024-09-25 11:52:50,0.12521440823328,14.87909899999912,8.59909899999911,6.28000000000000
2024-09-25 11:52:51,0.12744265080714,16.12316899999278,9.77316899999278,6.35000000000000
