Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-09-25 12:20:23,0.11148365465214,19.55568600000231,13.42568600000232,6.13000000000000
2024-09-25 12:20:24,0.05541346973572,17.09275900000357,10.29275900000357,6.80000000000000
2024-09-25 12:20:25,0.04915254237288,18.89531699999643,12.54531699999643,6.35000000000000
2024-09-25 12:20:26,0.06081081081081,15.74712200000009,9.38712200000009,6.36000000000000
2024-09-25 12:20:27,0.07215619694397,17.23370000000578,10.88370000000577,6.35000000000000
2024-09-25 12:20:28,0.05517826825127,15.98622599999188,9.65622599999188,6.33000000000000
2024-09-25 12:20:29,0.05982905982906,16.33000600000319,9.97000600000320,6.36000000000000
2024-09-25 12:20:30,0.04790419161677,16.42371899999213,9.96371899999212,6.46000000000000
2024-09-25 12:20:31,0.05687606112054,17.49569700000342,10.80569700000342,6.69000000000000
2024-09-25 12:20:32,0.06006768189509,18.97466499999806,12.56466499999806,6.41000000000000
2024-09-25 12:20:33,0.05428329092451,17.70579900000477,11.28579900000477,6.42000000000000
2024-09-25 12:20:35,0.05967604433078,15.13188000000548,8.76188000000548,6.37000000000000
2024-09-25 12:20:36,0.06382978723404,16.93621299999999,10.64621299999999,6.29000000000000
2024-09-25 12:20:37,0.05102040816327,15.85572399999946,9.70572399999946,6.15000000000000
2024-09-25 12:20:38,0.07463952502120,18.35880800000159,11.55880800000159,6.80000000000000
2024-09-25 12:20:39,0.05743243243243,16.14650900000124,9.69650900000124,6.45000000000000
2024-09-25 12:20:40,0.05682782018660,17.84490700000257,11.43490700000257,6.41000000000000
2024-09-25 12:20:41,0.05621805792164,14.61975700000417,8.20975700000417,6.41000000000000
2024-09-25 12:20:42,0.06250000000000,20.09247899999959,13.70247899999958,6.39000000000000
2024-09-25 12:20:43,0.05213675213675,14.81751699999208,8.47751699999208,6.34000000000000
2024-09-25 12:20:44,0.05752961082910,17.14635899999994,10.79635899999994,6.35000000000000
2024-09-25 12:20:46,0.06484641638225,16.55243100000022,9.89243100000022,6.66000000000000
2024-09-25 12:20:47,0.05716723549488,15.21218000000052,8.88218000000052,6.33000000000000
2024-09-25 12:20:48,0.06393861892583,17.87701599999971,11.59701599999971,6.28000000000000
2024-09-25 12:20:49,0.05583756345178,15.79055399999721,9.53055399999721,6.26000000000000
2024-09-25 12:20:50,0.05811965811966,15.90476000000490,9.65476000000490,6.25000000000000
2024-09-25 12:20:51,0.05602716468591,15.47189500000502,9.34189500000502,6.13000000000000
2024-09-25 12:20:52,0.09787234042553,20.76651800000342,14.40651800000342,6.36000000000000
2024-09-25 12:20:53,0.05128205128205,14.61859000000230,8.38859000000230,6.23000000000000
2024-09-25 12:20:54,0.05847457627119,17.36594599999778,11.18594599999778,6.18000000000000
2024-09-25 12:20:55,0.05541346973572,15.05548100000946,8.76548100000946,6.29000000000000
2024-09-25 12:20:56,0.07057823129252,16.48996700000367,10.17996700000367,6.31000000000000
2024-09-25 12:20:58,0.05612244897959,17.87705699998769,11.57705699998769,6.30000000000000
2024-09-25 12:20:59,0.05867346938776,17.83065899999929,11.33065899999929,6.50000000000000
2024-09-25 12:21:00,0.04209621993127,15.80030199998990,9.02030199998990,6.78000000000000
2024-09-25 12:21:01,0.06542056074766,16.25897400000773,9.84897400000773,6.41000000000000
2024-09-25 12:21:02,0.06399317406143,17.16982999999658,10.72982999999658,6.44000000000000
2024-09-25 12:21:03,0.05209222886422,17.17631299999834,10.68631299999834,6.49000000000000
2024-09-25 12:21:04,0.04233700254022,16.95747099999513,10.49747099999513,6.46000000000000
2024-09-25 12:21:05,0.05414551607445,17.73788299999200,11.29788299999200,6.44000000000000
2024-09-25 12:21:06,0.05877342419080,14.97643099999987,8.42643099999987,6.55000000000000
2024-09-25 12:21:08,0.06571187868576,19.68180700000259,13.26180700000259,6.42000000000000
2024-09-25 12:21:09,0.05021276595745,15.27691299999831,9.04691299999831,6.23000000000000
2024-09-25 12:21:10,0.06393861892583,16.16772399999318,9.81772399999318,6.35000000000000
2024-09-25 12:21:11,0.05222602739726,15.21798999999999,8.83798999999999,6.38000000000000
2024-09-25 12:21:12,0.06717687074830,17.41233000001113,11.04233000001113,6.37000000000000
2024-09-25 12:21:13,0.04476351351351,17.25349099998945,10.79349099998944,6.46000000000000
2024-09-25 12:21:14,0.06372132540357,17.93392900000385,11.24392900000385,6.69000000000000
2024-09-25 12:21:15,0.05222602739726,17.15127300000575,10.77127300000575,6.38000000000000
2024-09-25 12:21:16,0.06006768189509,17.57782799999986,11.17782799999986,6.40000000000000
2024-09-25 12:21:17,0.06553191489362,18.32376499999839,11.95376499999838,6.37000000000000
2024-09-25 12:21:18,0.06479113384484,15.89532200000307,9.60532200000307,6.29000000000000
2024-09-25 12:21:20,0.06508875739645,15.53216399999568,9.24216399999568,6.29000000000000
2024-09-25 12:21:21,0.06191687871077,17.20483299999265,10.79483299999265,6.41000000000000
2024-09-25 12:21:22,0.05110732538330,16.67333599999896,9.88333599999896,6.79000000000000
2024-09-25 12:21:23,0.07312925170068,18.17670299999590,11.77670299999590,6.40000000000000
2024-09-25 12:21:24,0.05932203389831,14.81263900000427,8.60263900000427,6.21000000000000
2024-09-25 12:21:25,0.06700593723494,16.27317500000179,10.09317500000179,6.18000000000000
2024-09-25 12:21:26,0.05299145299145,15.03173700000392,8.74173700000392,6.29000000000000
2024-09-25 12:21:27,0.07783417935702,18.31488700000627,11.91488700000627,6.40000000000000
2024-09-25 12:21:28,0.05852417302799,15.48922599999583,8.72922599999583,6.76000000000000
